Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres,image_url
929618,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""""","=""""",4,4.00,Picador,Paperback,529,2002,2002,2018/05/23,2018/04/20,,,read,,,,1,,,0,,,,,,"2018-04-21,2018-05-23","Fiction|6847;Historical,Historical Fiction|1121;Contemporary|878",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343315i/929618._SX98_.jpg
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,"=""1607747308""","=""9781607747307""",2,3.83,Ten Speed Press,Hardcover,206,2014,2011,2018/04/23,2018/02/10,,,read,"Wish I would've read a cliff-notes version. Seems like the point could've been given in 10 pages, not 206",,,1,,,0,,,,,,"2018-04-13,2018-04-23",Nonfiction|6120;Self Help|2374;Audiobook|560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418767178i/22318578._SX98_.jpg
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",3,4.31,Addison-Wesley Professional,Paperback,321,1999,1999,2018/04/21,2018/02/18,,,read,,,,1,,,0,,,,,,"2018-04-13,2018-04-21","Computer Science,Programming|1170;Science,Computer Science|368;Science,Technology|254;Nonfiction|250;Computer Science,Technical|223;Computer Science,Software|210",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401432508i/4099._SX98_.jpg
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.28,Crown Publishers,Hardcover,374,2011,2011,2018/04/20,2018/03/30,,,read,,,,2,,,0,,,,,,"2018-04-16,2018-04-20","Science Fiction|9846;Fiction|7043;Young Adult|3509;Fantasy|3008;Science Fiction,Dystopia|2946",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SX98_.jpg
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",4,4.49,Tor Books,Hardcover,572,2008,2008,2018/04/10,2018/04/05,,,read,,,,2,,,0,,,,,,"2018-04-05,2018-04-10","Fantasy|11146;Fiction|1075;Fantasy,Epic Fantasy|716;Fantasy,High Fantasy|544",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717763i/2767793._SX98_.jpg
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",4,4.37,Tor Books,Hardcover,590,2007,2007,2018/04/05,2018/03/28,,,read,,,,1,,,0,,,,,,"2018-04-04,2018-04-05","Fantasy|12350;Fiction|1058;Fantasy,Epic Fantasy|766;Fantasy,High Fantasy|619",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717596i/68429._SX98_.jpg
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""076531178X""","=""9780765311788""",4,4.45,Tor Books,Hardcover,541,2006,2006,2018/03/28,2018/02/10,,,read,,,,1,,,0,,,,,,"2018-03-28,2018-03-28","Fantasy|19362;Fiction|1850;Fantasy,Epic Fantasy|1028;Fantasy,High Fantasy|968",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717416i/68428._SX98_.jpg
2657,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.27,Harper Perennial Modern Classics,Paperback,324,2006,1960,2018/03/19,2016/01/04,,,read,,,,1,,,0,,,,,,"2018-03-10,2018-03-19","Classics|39740;Fiction|19890;Historical,Historical Fiction|5951;Academic,School|3435",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690i/2657._SX98_.jpg
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",4,4.26,Scribner,Paperback,288,2006,2005,2018/03/10,2018/03/10,,,read,,,,1,,,0,,,,,,"2018-03-10,2018-03-10","Nonfiction|5957;Autobiography,Memoir|5275;Biography|1583",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SX98_.jpg
31921732,Introducing Game Theory: A Graphic Guide,Ivan Pastine,"Pastine, Ivan","Tuvana Pastine, Tom Humberstone","=""1785780824""","=""9781785780820""",3,3.87,Icon Books Ltd,Paperback,176,2017,,2018/03/02,2018/03/02,,,read,,,,1,,,0,,,,,,"2018-03-02,2018-03-02","Nonfiction|15;Economics|10;Science|9;Business|5;Psychology|4;Science,Mathematics|3;Philosophy|2;Sequential Art,Comics|2;Sociology|2;Education|2",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473603017i/31921732._SX98_.jpg
36257995,The Wilder Muir: The Curious Nature of John Muir,Bonnie J. Gisel,"Gisel, Bonnie J.",,"=""""","=""""",4,4.00,Yosemite Conservancy,Kindle Edition,224,2017,,2018/02/23,2018/02/20,,,read,A quick flutter of introductions to and excerpts from John Muir's life and writings.,,,1,,,0,,,,,,"2018-02-20,2018-02-23",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11797471,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,"=""1594203288""","=""9781594203282""",4,4.16,Penguin Press,Hardcover,432,2012,2012,2018/02/20,2017/07/20,,,read,,,,1,,,0,,,,,,"2018-02-05,2018-02-20","History|243;Nonfiction|205;Business|161;Science|150;Science,Technology|89",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338504885i/11797471._SX98_.jpg
32919530,A Mind at Play: How Claude Shannon Invented the Information Age,Jimmy Soni,"Soni, Jimmy",Rob Goodman,"=""1476766681""","=""9781476766683""",4,4.15,Simon & Schuster,Hardcover,384,2017,2017,2018/01/30,2017/09/10,,,read,A real treat,,,1,,,0,,,,,,"2018-01-20,2018-01-30","Biography|135;Science|73;Nonfiction|48;History|38;Science,Technology|29;Science,Computer Science|12",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495386506i/32919530._SX98_.jpg
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.16,Bantam Books,Paperback,212,1998,1988,2018/01/19,2017/11/21,,,read,,,,1,,,0,,,,,,"2018-01-02,2018-01-19","Science|7778;Nonfiction|5473;Science,Physics|1287;History|625",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869._SX98_.jpg
778026,Great Ideas in Psychology: A Cultural and Historical Introduction,Fathali M. Moghaddam,"Moghaddam, Fathali M.",,"=""1851683798""","=""9781851683796""",3,3.40,Oneworld Publications,Paperback,340,2005,2005,,2018/01/02,,,read,"A solid, albeit dry listing of the various foundational concepts in psychology.",,,1,,,0,,,,,,,Psychology|3;Nonfiction|3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
34145962,In the Cage,Kevin Hardcastle,"Hardcastle, Kevin",,"=""1771961473""","=""9781771961479""",4,3.91,Biblioasis,Paperback,256,2017,,,2017/10/13,,,read,,,,1,,,0,,,,,,,"Fiction|3;Mystery,Crime|2",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503416507i/34145962._SX98_.jpg
357636,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund","James Strachey, Peter Gay","=""0393301583""","=""9780393301588""",3,3.77,W. W. Norton  Company,Paperback,127,1989,1930,2017/11/21,2017/09/10,psychology,psychology (#16),read,,,,1,,,0,,,,,,"2017-10-15,2017-11-21","Psychology|1041;Philosophy|793;Nonfiction|510;Classics|158;Psychology,Psychoanalysis|126;Sociology|112",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15898640,The One World Schoolhouse: Education Reimagined,Salman Khan,"Khan, Salman",,"=""1619697777""","=""9781619697775""",0,4.32,Hachette Audio,Audiobook,272,2012,2012,,2017/11/18,,,read,,,,1,,,0,,,,,,,Education|253;Nonfiction|121;Teaching|19;Philosophy|17;Parenting|12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348890139i/15898640._SX98_.jpg
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",0,3.90,Pantheon Books,Hardcover,252,2008,2008,,2017/11/18,,,read,,,,1,,,0,,,,,,,"Nonfiction|763;Science|670;Psychology|204;Science,Mathematics|157;Economics|86",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320392907i/2272880._SX98_.jpg
8659397,Built to Love: Creating Products That Captivate Customers,Peter Boatwright,"Boatwright, Peter",Jonathan Cagan,"=""1605096989""","=""9781605096988""",0,3.49,Berrett-Koehler Publishers,Hardcover,216,2010,2010,,2017/11/18,,,read,,,,1,,,0,,,,,,,Business|5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328740212i/8659397._SX98_.jpg
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",4,4.17,New American Library,Mass Market Paperback,326,1950,1949,2017/10/01,2017/10/01,,,read,,,,1,,,0,,,,,,"2017-10-01,2017-10-01","Classics|29801;Fiction|18786;Science Fiction|9334;Science Fiction,Dystopia|7697",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990566i/5470._SX98_.jpg
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",3,4.01,Bantam,Hardcover,384,2006,1995,2017/09/19,2017/08/03,psychology,psychology (#7),read,,,,1,,,0,,,,,,"2017-09-10,2017-09-19","Psychology|1617;Nonfiction|1060;Self Help|494;Business|361;Self Help,Personal Development|208;Science|200",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9505798,Test Driven Development for Embedded C,James W. Grenning,"Grenning, James W.",,"=""193435662X""","=""9781934356623""",3,4.22,Pragmatic Bookshelf,Paperback,352,2011,2010,,2017/09/10,tech,tech (#16),read,,,,1,,,0,,,,,,,"Computer Science,Programming|7;Science,Engineering|5;Science,Computer Science|4;Computer Science,Technical|4;Nonfiction|3;Computer Science,Computers|3;Computer Science,Software|3;Science,Technology|3;Reference|2",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13161350,Programming Embedded Systems: With C and GNU Development Tools,Michael Barr,"Barr, Michael",Anthony Massa,"=""""","=""""",4,3.73,,Kindle Edition,336,,2006,,2017/09/10,tech,tech (#15),read,,,,1,,,0,,,,,,,"Science,Technology|2",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24945473,Effective Python: 59 Specific Ways to Write Better Python (Effective Software Development Series),Brett Slatkin,"Slatkin, Brett",,"=""""","=""""",3,4.28,Addison-Wesley Professional,Kindle Edition,249,2015,2015,,2017/09/10,tech,tech (#14),read,,,,1,,,0,,,,,,,"Computer Science,Programming|88;Science,Computer Science|26;Science,Technology|13;Nonfiction|11;Computer Science,Coding|10;Computer Science,Technical|9;Reference|8;Computer Science,Computers|6;Computer Science,Software|6;Textbooks|3",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15845322,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",2,4.07,Amazon Digital Services,Kindle Edition,175,2012,1890,,2017/09/10,,,read,,,,1,,,0,,,,,,,Classics|22705;Fiction|8515;Horror|2511;Fantasy|1948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371113068i/15845322._SX98_.jpg
6098657,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",3,4.03,Berkley,Kindle Edition,464,2008,1981,,2017/09/10,,,read,,,,1,,,0,,,,,,,"Horror|2497;Fiction|2097;Thriller|1859;Mystery,Crime|1175;Mystery|1144;Suspense|434",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8732739,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,"Shaara, Michael",,"=""""","=""""",4,4.32,Ballantine Books,Kindle Edition,402,2010,1974,,2017/09/10,,,read,,,,1,,,0,,,,,,,"Historical,Historical Fiction|2054;Fiction|1127;Military History,Civil War|669;War|394;Historical|314",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353352586i/8732739._SX98_.jpg
22608450,With Fire and Sword (Annotated): The Trilogy,Henryk Sienkiewicz,"Sienkiewicz, Henryk",,"=""""","=""""",4,3.97,,Kindle Edition,,2014,1884,,2017/09/10,,,read,,,,1,,,0,,,,,,,"Historical,Historical Fiction|122;Classics|85;European Literature,Polish Literature|72;Fiction|66;Cultural,Poland|43",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.87,"Penguin Press HC, The",Hardcover,307,2011,2011,,2017/09/10,,,read,,,,1,,,0,,,,,,,"Nonfiction|2306;Science|867;Psychology|725;Self Help|278;Autobiography,Memoir|169",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",4,4.31,Scribner,Hardcover,571,2010,2010,,2017/09/10,,,read,,,,1,,,0,,,,,,,"Nonfiction|2923;Science|2191;History|921;Health,Medicine|750;Medical|421;Health|386",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280771091i/7170627._SX98_.jpg
18693669,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""052595418X""","=""9780525954187""",2,3.68,Dutton,Hardcover,528,2014,2014,2017/08/29,2017/08/08,psychology,psychology (#15),read,,,,1,,,0,,,,,,"2017-08-08,2017-08-29",Nonfiction|502;Psychology|379;Science|161;Self Help|148;Business|77;Productivity|73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382943888i/18693669._SX98_.jpg
26312997,Peak: Secrets from the New Science of Expertise,K. Anders Ericsson,"Ericsson, K. Anders",Robert Pool,"=""0544456254""","=""9780544456259""",4,4.29,Eamon Dolan/Houghton Mifflin Harcourt,ebook,304,2016,2016,2017/09/04,2017/09/04,,,read,,,,1,,,0,,,,,,"2017-09-04,2017-09-04","Psychology|315;Nonfiction|281;Self Help|184;Science|114;Business|86;Self Help,Personal Development|74;Productivity|67;Education|41;Leadership|16;Audiobook|13",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445050174i/26312997._SX98_.jpg
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.36,Beacon Press,Paperback,165,2006,1946,2017/08/08,2017/08/02,psychology,psychology (#5),read,,,,2,,,0,,,,,,"2017-08-06,2017-08-08","Nonfiction|4669;Psychology|3883;Philosophy|3349;History|1323;Autobiography,Memoir|941;Biography|862",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SX98_.jpg
259028,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0375725601""","=""9780375725609""",3,3.99,Vintage Books,Paperback,447,2004,2003,2017/08/02,2017/08/01,,,read,,,,1,,,0,,,,,,"2017-07-15,2017-08-02","Nonfiction|8461;History|5684;Crime,True Crime|2214;Mystery,Crime|989",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18803640,H is for Hawk,Helen Macdonald,"Macdonald, Helen",,"=""0224097008""","=""9780224097000""",4,3.73,Jonathan Cape,Hardcover,300,2014,2015,2017/07/13,2017/07/05,,,read,,,,1,,,0,,,,,,"2017-07-01,2017-07-13","Nonfiction|1851;Autobiography,Memoir|1244;Environment,Nature|432;Biography|399;Animals|326",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",0,4.25,Bantam Spectra,Hardcover,256,2004,1953,,2017/07/05,,,read,Full of twists,,,1,,,0,,,,,,,Science Fiction|3948;Fiction|1256;Classics|311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900922i/29580._SX98_.jpg
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",Sönmez Güven,"=""0553803727""","=""9780553803723""",0,4.22,Spectra Books,Hardcover,256,2004,1952,,2017/07/05,,,read,,,,1,,,0,,,,,,,Science Fiction|4278;Fiction|1399;Classics|378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
29579,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.16,Bantam,Hardcover,244,2004,1951,,2017/07/05,,,read,"A predictable, yet interesting perspective on political and psychological science. Full of fun anecdotes of galactic crises.",,,1,,,0,,,,,,,Science Fiction|7818;Fiction|3031;Classics|1284,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX98_.jpg
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.08,Vintage Books,Paperback,204,1998,1972,,2017/04/07,,,read,,,,1,,,0,,,,,,,Fiction|2415;Classics|936;Humor|469,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569i/7745._SX98_.jpg
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",4,4.24,Penguin Classics,Paperback,1276,2003,1844,2015/11/26,2015/10/27,,,read,,,,1,,,0,,,,,,"2015-10-30,2015-11-26","Classics|16636;Fiction|6028;Historical,Historical Fiction|2132;Adventure|1333",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203605i/7126._SX98_.jpg
25069886,Modern Romance: An Investigation,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,"=""""","=""""",4,3.83,Penguin Books,Kindle Edition,290,2015,2015,2016/12/03,2016/12/03,,,read,,,,1,,,0,,,,,,",2016-12-03",Nonfiction|4062;Humor|1345;Audiobook|1065;Romance|410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425492579i/25069886._SX98_.jpg
17375315,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""""","=""""",3,3.83,Amazon Media EU S.à r.l.,Kindle Edition,124,2012,1882,2016/02/09,2016/02/09,,,read,,,,1,,,0,,,,,,",2016-02-09",Classics|10252;Fiction|3986;Adventure|2144;Young Adult|894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366130749i/17375315._SX98_.jpg
13253510,"Archaeology: Theories, Methods, and Practice",Colin Renfrew,"Renfrew, Colin",Paul G. Bahn,"=""050028976X""","=""9780500289761""",0,4.09,Thames & Hudson,Paperback,656,2012,1991,2015/10/27,2014/03/09,,,read,,,,1,,,0,,,,,,"2014-03-09,2015-10-27","History,Archaeology|115;Nonfiction|58;History|27;Reference|20;Anthropology|19;Textbooks|11;Science|10;Academic|5;Academic,Read For School|4;Philosophy,Theory|4",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19014642,Computer Architecture: A Quantitative Approach (The Morgan Kaufmann Series in Computer Architecture and Design),John L. Hennessy,"Hennessy, John L.",David A. Patterson,"=""""","=""""",0,4.08,Morgan Kaufmann,Kindle Edition,856,2011,1990,2015/10/27,2014/03/09,tech,tech (#10),read,,,,1,,,0,,,,,,"2014-03-09,2015-10-27","Science,Computer Science|64;Computer Science,Programming|19;Reference|19;Nonfiction|14;Computer Science,Computers|13;Textbooks|13;Science,Technology|11;Computer Science,Technical|11;Science,Engineering|7;Computer Science,Software|7",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9874119,Theodore Rex,Edmund Morris,"Morris, Edmund",,"=""""","=""""",0,4.18,,Kindle Edition,,,2001,2015/10/27,2015/07/17,,,read,,,,1,,,0,,,,,,"2015-07-17,2015-10-27","Biography|960;History|868;Nonfiction|409;Politics,Presidents|179;North American Hi...,American History|141;Politics|107",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
23492504,The Incarnations,Susan  Barker,"Barker, Susan",,"=""1501106783""","=""9781501106781""",3,3.76,Touchstone,Hardcover,371,2015,2014,,2015/10/27,,,read,,,,1,,,0,,,,,,,"Fiction|263;Historical,Historical Fiction|161;Fantasy|90;Cultural,China|82;Magical Realism|74;Cultural,Asia|38",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486861555i/23492504._SX98_.jpg
19088889,Nick Adams Stories,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,4.05,Scribner,Kindle Edition,276,2009,1966,,2015/08/10,,,read,,,,1,,,0,,,,,,,Fiction|180;Short Stories|124;Classics|99;Literature|35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9716386,Colonel Roosevelt,Edmund Morris,"Morris, Edmund",,"=""""","=""""",4,4.08,,Kindle Edition,784,,2010,,2015/08/10,,,read,,,,1,,,0,,,,,,,"Biography|493;History|395;Nonfiction|194;Politics,Presidents|110;North American Hi...,American History|75;Politics|54",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9889561,The Rise of Theodore Roosevelt,Edmund Morris,"Morris, Edmund",,"=""""","=""""",5,4.24,,Kindle Edition,960,,1979,,2015/08/10,,,read,,,,1,,,0,,,,,,,"Biography|1364;History|1238;Nonfiction|619;Politics,Presidents|195;Politics|172",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327961415i/9889561._SX98_.jpg
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.82,Pan Books,Paperback,189,1957,1926,,2014/03/09,,,read,,,,1,,,0,,,,,,,Classics|7050;Fiction|4803;Literature|910;Novels|504,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323i/3876._SY160_.jpg
20806024,The Hitchhikers Guide To The Galaxy,Douglas Adams,"Adams, Douglas",,"=""0330508105""","=""""",0,4.40,,Paperback,,,1992,,2014/03/08,,,read,,,,1,,,0,,,,,,,Science Fiction|310;Fiction|255;Humor|96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12551893,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do To Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""""","=""""",4,4.14,,Kindle Edition,272,,2011,2014/10/09,2014/10/09,,,read,,,,1,,,0,,,,,,",2014-10-09","Psychology|868;Nonfiction|757;Self Help|621;Self Help,Personal Development|204;Science|148",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",5,3.96,Scribner,Paperback,471,1995,1940,,2014/03/09,,,read,,,,1,,,0,,,,,,,"Classics|4936;Fiction|3445;Literature|700;Historical,Historical Fiction|649;War|618;Novels|335;Literature,American|280;Cultural,Spain|199;Classics,Classic Literature|151;Historical|144",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492591524i/46170._SX98_.jpg
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",5,3.91,Scribner,Paperback,180,2004,1925,,2014/03/09,literature,literature (#3),read,,,,1,,,0,,,,,,,"Classics|38091;Fiction|18016;Academic,School|3093;Literature|2983",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560i/4671._SX98_.jpg
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",Lauren Cannon,"=""0553381695""","=""9780553381696""",4,4.41,Bantam,Paperback,969,2002,1998,,2014/03/09,,,read,,,,1,,,0,,,,,,,"Fantasy|143;Fiction|6152;Fantasy,Epic Fantasy|1367",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558408195i/10572._SX98_.jpg
